2022-05-15 01:05:334 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 13:05:638 INFO  LoginPage :48 - Enter password : prime123@ to email field [[ChromeDriver: chrome on WINDOWS (c8a16c5ba3bc5b9b06b0a75b9de828de)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:383 INFO  LoginPage :53 - Clicking on login [[ChromeDriver: chrome on WINDOWS (c8a16c5ba3bc5b9b06b0a75b9de828de)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:433 INFO  LoginPage :70 - Clicking on logout Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 13:05:775 INFO  LoginPage :58 - getting Login text from Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Log in')]'
2022-05-15 13:05:827 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 13:05:729 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (64581c307fe2adc0c9b505d7b60d1f34)] -> link text: Log in]<br>
2022-05-15 13:05:756 INFO  LoginPage :64 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (64581c307fe2adc0c9b505d7b60d1f34)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 13:05:889 INFO  LoginPage :43 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (64581c307fe2adc0c9b505d7b60d1f34)] -> xpath: //input[@id='Email']]
2022-05-15 13:05:986 INFO  LoginPage :48 - Enter password : prime123@ to email field [[ChromeDriver: chrome on WINDOWS (64581c307fe2adc0c9b505d7b60d1f34)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:678 INFO  LoginPage :53 - Clicking on login [[ChromeDriver: chrome on WINDOWS (64581c307fe2adc0c9b505d7b60d1f34)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:745 INFO  LoginPage :64 - getting Welcome text from Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Welcome, Please Sign In!')]'
2022-05-15 14:05:844 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:280 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (8536c0dbddbc2d4ede5f1e595d187b2a)] -> link text: Log in]<br>
2022-05-15 14:05:307 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (8536c0dbddbc2d4ede5f1e595d187b2a)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:472 INFO  LoginPage :52 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (8536c0dbddbc2d4ede5f1e595d187b2a)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:583 INFO  LoginPage :57 - Enter password : prime13@ to email field [[ChromeDriver: chrome on WINDOWS (8536c0dbddbc2d4ede5f1e595d187b2a)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:83 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (8536c0dbddbc2d4ede5f1e595d187b2a)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:103 INFO  LoginPage :46 - getting error message text from [[ChromeDriver: chrome on WINDOWS (8536c0dbddbc2d4ede5f1e595d187b2a)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:154 INFO  LoginPage :46 - getting error message text from [[ChromeDriver: chrome on WINDOWS (8536c0dbddbc2d4ede5f1e595d187b2a)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:525 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:639 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (1f4347ef52f6b32479a475d9994eab38)] -> link text: Log in]<br>
2022-05-15 14:05:666 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (1f4347ef52f6b32479a475d9994eab38)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:776 INFO  LoginPage :52 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (1f4347ef52f6b32479a475d9994eab38)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:860 INFO  LoginPage :57 - Enter password : prime13@ to email field [[ChromeDriver: chrome on WINDOWS (1f4347ef52f6b32479a475d9994eab38)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:286 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (1f4347ef52f6b32479a475d9994eab38)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:304 INFO  LoginPage :46 - getting error message text from [[ChromeDriver: chrome on WINDOWS (1f4347ef52f6b32479a475d9994eab38)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:343 INFO  LoginPage :46 - getting error message text from [[ChromeDriver: chrome on WINDOWS (1f4347ef52f6b32479a475d9994eab38)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:586 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:357 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (fa105cc5c78987748c5c80688bf4ce62)] -> link text: Log in]<br>
2022-05-15 14:05:393 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (fa105cc5c78987748c5c80688bf4ce62)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:592 INFO  LoginPage :52 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (fa105cc5c78987748c5c80688bf4ce62)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:721 INFO  LoginPage :57 - Enter password : prime13@ to email field [[ChromeDriver: chrome on WINDOWS (fa105cc5c78987748c5c80688bf4ce62)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:797 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (fa105cc5c78987748c5c80688bf4ce62)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:826 INFO  LoginPage :46 - getting error message text from [[ChromeDriver: chrome on WINDOWS (fa105cc5c78987748c5c80688bf4ce62)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:882 INFO  LoginPage :46 - getting error message text from [[ChromeDriver: chrome on WINDOWS (fa105cc5c78987748c5c80688bf4ce62)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:827 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:537 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (397c849282b9f7e068228b2074931816)] -> link text: Log in]<br>
2022-05-15 14:05:575 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (397c849282b9f7e068228b2074931816)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:748 INFO  LoginPage :52 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (397c849282b9f7e068228b2074931816)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:854 INFO  LoginPage :57 - Enter password : prime13@ to email field [[ChromeDriver: chrome on WINDOWS (397c849282b9f7e068228b2074931816)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:366 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (397c849282b9f7e068228b2074931816)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:389 INFO  LoginPage :46 - getting error message text from [[ChromeDriver: chrome on WINDOWS (397c849282b9f7e068228b2074931816)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:452 INFO  LoginPage :46 - getting error message text from [[ChromeDriver: chrome on WINDOWS (397c849282b9f7e068228b2074931816)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:539 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:596 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (cb109e1598678f64ccccb8d8604b638d)] -> link text: Log in]<br>
2022-05-15 14:05:650 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (cb109e1598678f64ccccb8d8604b638d)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:835 INFO  LoginPage :52 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (cb109e1598678f64ccccb8d8604b638d)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:950 INFO  LoginPage :57 - Enter password : prime123@ to email field [[ChromeDriver: chrome on WINDOWS (cb109e1598678f64ccccb8d8604b638d)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:663 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (cb109e1598678f64ccccb8d8604b638d)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:692 INFO  HomePage :56 - getting Logout text [[ChromeDriver: chrome on WINDOWS (cb109e1598678f64ccccb8d8604b638d)] -> xpath: //a[contains(text(),'Log out')]]<br>
2022-05-15 14:05:965 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:236 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (f335e76b6b12d506b16dda23c10d752f)] -> link text: Log in]<br>
2022-05-15 14:05:268 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (f335e76b6b12d506b16dda23c10d752f)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:406 INFO  LoginPage :52 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (f335e76b6b12d506b16dda23c10d752f)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:517 INFO  LoginPage :57 - Enter password : prime123@ to email field [[ChromeDriver: chrome on WINDOWS (f335e76b6b12d506b16dda23c10d752f)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:971 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (f335e76b6b12d506b16dda23c10d752f)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:28 INFO  HomePage :56 - getting Logout text Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'<br>
2022-05-15 14:05:281 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:338 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (9a8948ad0c88c58b15b69eaf80fe83ab)] -> link text: Log in]<br>
2022-05-15 14:05:376 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (9a8948ad0c88c58b15b69eaf80fe83ab)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:525 INFO  LoginPage :52 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (9a8948ad0c88c58b15b69eaf80fe83ab)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:628 INFO  LoginPage :57 - Enter password : prime123@ to email field [[ChromeDriver: chrome on WINDOWS (9a8948ad0c88c58b15b69eaf80fe83ab)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:91 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (9a8948ad0c88c58b15b69eaf80fe83ab)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:161 INFO  HomePage :56 - getting Logout text Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'<br>
2022-05-15 14:05:78 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:241 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (2203001ce62f65fd88411bb069c2556c)] -> link text: Log in]<br>
2022-05-15 14:05:283 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (2203001ce62f65fd88411bb069c2556c)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:443 INFO  LoginPage :52 - Enter email sampatil12@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (2203001ce62f65fd88411bb069c2556c)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:562 INFO  LoginPage :57 - Enter password : prime1234@ to email field [[ChromeDriver: chrome on WINDOWS (2203001ce62f65fd88411bb069c2556c)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:719 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (2203001ce62f65fd88411bb069c2556c)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:783 INFO  HomePage :56 - getting Logout text Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'<br>
2022-05-15 14:05:574 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:177 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (bdbcf3e3d6b15daa794d5c4e2a9f98e2)] -> link text: Log in]<br>
2022-05-15 14:05:220 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (bdbcf3e3d6b15daa794d5c4e2a9f98e2)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:492 INFO  LoginPage :52 - Enter email sampatil@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (bdbcf3e3d6b15daa794d5c4e2a9f98e2)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:614 INFO  LoginPage :57 - Enter password : prime123@ to email field [[ChromeDriver: chrome on WINDOWS (bdbcf3e3d6b15daa794d5c4e2a9f98e2)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:92 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (bdbcf3e3d6b15daa794d5c4e2a9f98e2)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:162 INFO  HomePage :56 - getting Logout text Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'<br>
2022-05-15 14:05:542 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:222 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (12d28fb292eb7f6898609eb2fab70659)] -> link text: Log in]<br>
2022-05-15 14:05:266 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (12d28fb292eb7f6898609eb2fab70659)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 14:05:413 INFO  LoginPage :52 - Enter email kapil123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (12d28fb292eb7f6898609eb2fab70659)] -> xpath: //input[@id='Email']]
2022-05-15 14:05:529 INFO  LoginPage :57 - Enter password : 123456 to email field [[ChromeDriver: chrome on WINDOWS (12d28fb292eb7f6898609eb2fab70659)] -> xpath: //input[@id='Password']]
2022-05-15 14:05:252 INFO  LoginPage :62 - Clicking on login [[ChromeDriver: chrome on WINDOWS (12d28fb292eb7f6898609eb2fab70659)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 14:05:284 INFO  HomePage :56 - getting Logout text [[ChromeDriver: chrome on WINDOWS (12d28fb292eb7f6898609eb2fab70659)] -> xpath: //a[contains(text(),'Log out')]]<br>
2022-05-15 14:05:461 INFO  ManageDriver :29 - Launching Chrome Browser
2022-05-15 14:05:605 INFO  HomePage :39 - Clicking on login [[ChromeDriver: chrome on WINDOWS (0350bbfdce9bc05b5f35345fbcb59ab7)] -> link text: Log in]<br>
2022-05-15 14:05:637 INFO  LoginPage :73 - getting Welcome text from [[ChromeDriver: chrome on WINDOWS (0350bbfdce9bc05b5f35345fbcb59ab7)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
